cnae,descricao,condicionantes,risco_municipal_unificado
2229-3/02,Fabricação de artefatos de material plástico para usos industriais,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2229-3/03,"Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2229-3/99,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2311-7/00,Fabricação de vidro plano e de segurança,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2312-5/00,Fabricação de embalagens de vidro,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2320-6/00,Fabricação de cimento,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2330-3/01,"Fabricação de estruturas pré- moldadas de concreto armado, em série e sob encomenda",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2330-3/02,Fabricação de artefatos de cimento para uso na construção,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2330-3/03,Fabricação de artefatos de fibrocimento para uso na construção,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2330-3/04,Fabricação de casas pré-moldadas de concreto,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2330-3/05,Preparação de massa de concreto e argamassa para construção,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2330-3/99,"Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2341-9/00,Fabricação de produtos cerâmicos refratários,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2342-7/01,Fabricação de azulejos e pisos,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2342-7/02,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2349-4/01,Fabricação de material sanitário de cerâmica,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2349-4/99,Fabricação de produtos cerâmicos não refratários não especificados anteriormente,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2391-5/02,"Aparelhamento de pedras para construção, exceto associado à extração",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2391-5/03,"Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2392-3/00,Fabricação de cal e gesso,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2513-6/00,Fabricação de obras de caldeiraria pesada,,ALTO
2522-5/00,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos",,ALTO
2532-2/01,Produção de artefatos estampados de metal,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2532-2/02,Metalurgia do pó,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2550-1/01,"Fabricação de equipamento bélico pesado, exceto veículos militares de combate",,ALTO
2550-1/02,"Fabricação de armas de fogo, outras armas e munições",,ALTO
2610-8/00,Fabricação de componentes eletrônicos,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2621-3/00,Fabricação de equipamentos de informática,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2622-1/00,Fabricação de periféricos para equipamentos de informática,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2631-1/00,"Fabricação de equipamentos transmissores de comunicação, peças e acessórios",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2632-9/00,"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2640-0/00,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2651-5/00,"Fabricação de aparelhos e equipamentos de medida, teste e controle",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2652-3/00,Fabricação de cronômetros e relógios,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2660-4/00,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2670-1/01,"Fabricação de equipamentos e instrumentos ópticos, peças e acessórios",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2670-1/02,"Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2680-9/00,"Fabricação de mídias virgens, magnéticas e ópticas",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2710-4/01,"Fabricação de geradores de corrente contínua e alternada, peças e acessórios",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2710-4/02,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2721-0/00,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2722-8/01,Fabricação de baterias e acumuladores para veículos automotores,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2722-8/02,Recondicionamento de baterias e acumuladores para veículos automotores,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2731-7/00,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2732-5/00,Fabricação de material elétrico para instalações em circuito de consumo,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2733-3/00,"Fabricação de fios, cabos e condutores elétricos isolados",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2740-6/01,Fabricação de lâmpadas,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2740-6/02,Fabricação de luminárias e outros equipamentos de iluminação,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2751-1/00,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2759-7/01,"Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2759-7/99,"Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2790-2/02,Fabricação de equipamentos para sinalização e alarme,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2790-2/99,Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2821-6/02,"Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2822-4/01,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2822-4/02,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2824-1/01,Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2824-1/02,Fabricação de aparelhos e equipamentos de ar condicionado para uso não industrial,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2829-1/01,"Fabricação de máquinas de escrever, calcular e outros equipamentos não eletrônicos para escritório, peças e acessórios",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2829-1/99,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2945-0/00,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2949-2/01,Fabricação de bancos e estofados para veículos automotores,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2950-6/00,Recondicionamento e recuperação de motores para veículos automotores,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3011-3/01,Construção de embarcações de grande porte,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3011-3/02,"Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3012-1/00,Construção de embarcações para esporte e lazer,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3101-2/00,Fabricação de móveis com predominância de madeira,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3102-1/00,Fabricação de móveis com predominância de metal,ATIVIDADE INDUSTRIAL | CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3103-9/00,"Fabricação de móveis de outros materiais, exceto madeira e metal",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3104-7/00,Fabricação de colchões,ATIVIDADE INDUSTRIAL | CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3211-6/01,Lapidação de gemas,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3211-6/03,Cunhagem de moedas e medalhas,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3240-0/01,Fabricação de jogos eletrônicos,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3240-0/02,"Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3240-0/03,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3250-7/01,"Fabricação de instrumentos não eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3250-7/02,"Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3250-7/03,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3250-7/04,"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3250-7/05,Fabricação de materiais para medicina e odontologia,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3250-7/09,Serviço de laboratório óptico,"-Desde que seja escritório da empresa | -Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados)",ALTO
3292-2/01,Fabricação de roupas de proteção e segurança e resistentes a fogo,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3292-2/02,Fabricação de equipamentos e acessórios para segurança pessoal e profissional,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3520-4/01,Produção de gás; processamento de gás natural,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3520-4/02,Distribuição de combustíveis gasosos por redes urbanas,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016,ALTO
3530-1/00,"Produção e distribuição de vapor, água quente e ar condicionado",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3600-6/02,Distribuição de água por caminhões,"-Desde que seja escritório da empresa | -Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados)",ALTO
3812-2/00,Coleta de resíduos perigosos,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3822-0/00,Tratamento e disposição de resíduos perigosos,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3831-9/01,Recuperação de sucatas de alumínio,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3831-9/99,"Recuperação de materiais metálicos, exceto alumínio",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3832-7/00,Recuperação de materiais plásticos,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3839-4/01,Usinas de compostagem,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
3839-4/99,Recuperação de materiais não especificados anteriormente,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
4520-0/01,Serviços de manutenção e reparação mecânica de veículos automotores,,ALTO
4520-0/02,Serviços de lanternagem ou funilaria e pintura de veículos automotores,,ALTO
4520-0/05,"Serviços de lavagem, lubrificação e polimento de veículos automotores",,ALTO
4543-9/00,Manutenção e reparação de motocicletas e motonetas,,ALTO
4639-7/02,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",,ALTO
4644-3/01,Comércio atacadista de medicamentos e drogas de uso humano,"-Desde que seja escritório da empresa | -Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (setecentos e cinquenta metros quadrados). | Desde que seja o escritório da empresa ou local para comercialização.",ALTO
4645-1/01,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",,ALTO
4645-1/02,Comércio atacadista de próteses e artigos de ortopedia,,ALTO
4645-1/03,Comércio atacadista de produtos odontológicos,,ALTO
4646-0/01,Comércio atacadista de cosméticos e produtos de perfumaria,,ALTO
4646-0/02,Comércio atacadista de produtos de higiene pessoal,,ALTO
4649-4/08,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",,ALTO
4649-4/09,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada",,ALTO
4681-8/01,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)",,ALTO
4681-8/02,Comércio atacadista de combustíveis realizado por transportador retalhista (TRR),,ALTO
4681-8/03,"Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante",,ALTO
4681-8/04,Comércio atacadista de combustíveis de origem mineral em bruto,,ALTO
4681-8/05,Comércio atacadista de lubrificantes,,ALTO
4682-6/00,Comércio atacadista de gás liquefeito de petróleo (GLP),,ALTO
4684-2/01,Comércio atacadista de resinas e elastômeros,,ALTO
4684-2/02,Comércio atacadista de solventes,,ALTO
4684-2/99,Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente,,ALTO
4731-8/00,Comércio varejista de combustíveis para veículos automotores,,ALTO
4732-6/00,Comércio varejista de lubrificantes,,ALTO
4771-7/01,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",,ALTO
4771-7/02,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas",,ALTO
4771-7/03,Comércio varejista de produtos farmacêuticos homeopáticos,,ALTO
4784-9/00,Comércio varejista de gás liqüefeito de petróleo (GLP),,ALTO
